Resumen generado por la IA,AI keywords,País,URL,Instituciones,Destinatarios,Fecha de cierre,Publicar,Geolocation,Latitude,Longitude,Nombre,Entidad,Nueva?,Related 146 Oportunidades,Rollup,Total de nuevas
Arnold Newman Prize 2024,"Premio Arnold Newman, Premio Internacional de Fotografía, Retratos Fotográficos",,https://www.recursosculturales.com/arnold-newman-portrait-prize/,,,"August 28, 2024",No,,,,Arnold Newman Prize 2024 para Nuevas Direcciones en Retratos Fotográficos,,0,,,
Art Critique,,,https://lightspacetime.art/art-critique-submit-here/,,,"January 3, 2025",No,,,,Art Critique Program,,0,,,
Art for Change Prize,,,https://mcsaatchi.com/artforchangeprize,,,,No,,,,ART FOR CHANGE PRIZE,,0,,,
Art for Change Prz 2024,Premio Internacional,United Kingdom,https://mcsaatchi.com/artforchangeprize,,,"July 18, 2024",No,,,,Art for Change Prize 2024,,0,,,
Art Hist o Cult Res,"Residencia artística interdisciplinaria, programa de residencia, residencia de artistas",México,https://www.arquetopia.org/art-history-or-cultural-research-residency,,,"January 2, 2025",No,,,,Art History or Cultural Research Residency Program...,,0,,,
Arte: Comida + Todo,,,https://www.sebarts.org/call-for-entries,,,"September 8, 2024",No,,,,Art Inspired by: FOOD + Everything About it,,0,,,
"""Trauma & the ...""","Art Journal, Submissions",EEUU,https://www.tendrilsjournal.com/call-for-submissions,,,"November 17, 2024",Yes,,,,"Art Journal Call For Submissions: ""Trauma and the ...",,0,,,
ART OMI Convocatoria Arq.,,,https://es.artealdia.com/Convocatorias/ART-OMI-CONVOCATORIA-ABIERTA-DE-RESIDENCIA-DE-ARQUITECTURA,,,,No,,,,ART OMI CONVOCATORIA ABIERTA DE RESIDENCIA DE ARQUITECTURA,,0,,,
Art Omi 2025,"Residencia para artistas, oportunidad para artistas, programa de residencia",EEUU,https://artomi.org/residencies/art/,,,"October 15, 2024",No,,,,Art Omi Residency Program: Artists 2025,,0,,,
Art On Loop Tky,exposición de arte,Japón,https://www.theholyart.com/tokyo-art-on-loop,,,"February 4, 2025",No,,,,Art On Loop Tokyo,,0,,,
,,,https://www.theholyart.com/toronto-aol,,,"December 12, 2024",No,,,,Art On Loop: Toronto,,0,,,
Art Res. B.Aires 2024,residencia de artistas,Argentina,https://app.datarte.art/convocatorias/par-buenos-aires-2024,,,"July 22, 2024",No,,,,Art Residence Program based in Buenos Aires,,0,,,
Arte Padova,convocatoria,Italia,https://www.recursosculturales.com/atf-art-talent-fair/,,,"September 12, 2024",No,,,,Art Talent Fair convoca para exhibir en “Arte Padova”,,0,,,
"Art, Diseño o Fotografía",,,https://www.arquetopia.org/art-design-or-photography-residency,,,"January 1, 2025",No,,,,"Art, Design or Photography Residency Program (Méxi...",,0,,,
Artadia Awards 2024,Artadia Awards 2024,Estados Unidos,https://artadia.org/awards/#guidelines,,,"July 16, 2024",No,,,,Artadia Awards 2024,,0,,,
ARTCABBAGE PRIZE,,,https://artcabbage.com/artcabbage-prize-international-art-contest/,,,"August 3, 2024",No,,,,ARTCABBAGE PRIZE,,0,,,
ARTCABBAGE PRIZE,,,https://artcabbage.com/artcabbage-prize-international-art-contest/,,,"August 3, 2024",No,,,,ARTCABBAGE PRIZE OPEN INTERNATIONAL JURIED ART COM...,,0,,,
Arte Laguna Prize,Artistas,Múltiples destinos,https://es.artealdia.com/Convocatorias/ARTE-LAGUNA-PRIZE-CONVOCATORIA-PARA-ARTISTAS-Y-DISENADORES,,,"July 31, 2024",No,,,,ARTE LAGUNA PRIZE CONVOCATORIA PARA ARTISTAS Y DISENADORES,,0,,,
Arte por venir,,,https://www.arteinformado.com/agenda/f/arte-por-venir-234199,,,,No,,,,Arte por venir,,0,,,
Arte por venir,creación artística,España,https://hipermedula.org/2024/12/arte-por-venir-convocatoria-para-la-creacion-artistica/,,Revisar,"December 17, 2024",No,,,,"Arte por venir, convocatoria para la creación artística",Hipermédula,1,Total (https://www.notion.so/Total-1519dd874b3a8033a633f021cec697ce?pvs=21),,1
Arte Sem Barreiras,,,https://www.fundacaogda.pt/criacao-e-producao/arte-sem-barreiras/#:~:text=O%20Programa%20Arte%20Sem%20Barreiras%20surge%20na%20perspetiva%20de,,,,No,,,,Arte Sem barreiras - Fundação GDA,,0,,,
Arte sobre papel - FBO 2025,,,https://www.arteinformado.com/agenda/f/arte-sobre-papel-premio-fbo-2025-232008,,,,No,,,,Arte sobre papel - Premio FBO 2025,,0,,,
,"Arte, Arte Único, convocatoria",Argentina,https://www.arteinformado.com/agenda/f/arte-unico-2024-234371,,,"November 25, 2024",No,,,,Arte Único 2024,Arte Único,0,,,
Arte: Voces y Visiones,,,https://franquearte.com/vocesyvisiones/,,,"August 25, 2024",No,,,,Arte: Voces y Visiones para la transformación,,0,,,
,,,https://arterialab.uevora.pt/wp-content/uploads/2023/07/Guia_Financiamento_Cultural_Criativo.pdf,,,,No,,,,arterialab.uevora.pt,,0,,,
Artes Visuales 2025 / Alianza Francesa Lima,Artes Visuales,,https://www.aflima.org.pe/wp-content/uploads/2024/04/Convocatoria-artes-visuales-2025-1.pdf,,,"July 1, 2024",No,,,,ARTES VISUALES 2025 / ALIANZA FRANCESA DE LIMA,,0,,,
ArtExpress Art Sanctuary Comp.,,,https://www.bandadas.com/convocation,,,,No,,,,ArtExpress Art Sanctuary International Competition,,0,,,
,"oportunidad para artistas, programa de residencia, residencia de artistas",Japón,https://studiokura.info/en/,,,,No,,,,"Artist in Residence Program in Fukuoka, Japan",Studio Kura,0,,,
Artist Rsdncy,Residencia para artistas,EEUU,https://www.artslettersandnumbers.com/artist-residency,,,"January 2, 2025",No,,,,Artist Residency,,0,,,
,Residencia para artistas,Estados Unidos,https://www.castlehill.org/opportunities#edgewood-residency,,,"August 15, 2024",No,,,,Artist Residency at Edgewood Farm,,0,,,
Artista 2025,,,https://lamaisondebeaumont.com/artistresidency/,,,"February 2, 2025",No,,,,ARTIST RESIDENCY PROGRAM,,0,,,
Art Contest by Grey Cube,"Concurso, Open Call",,https://greycubegallery.com/callforentries/index.html,,,"December 12, 2024",Yes,,,,Artist's Choice Art Contest by Grey Cube Gallery,Grey Cube Gal.,0,,,
Artistas en Francia 2025-26,,,https://hipermedula.org/2024/10/artistas-en-residencia-academia-de-francia-en-madrid-2025-2026/,,,,No,,,,"Artistas en Residencia, Academia de Francia en Madrid",,0,,,
,,,https://www.revistamagenta.com/artistas-latinoamericanos-en-residencia/,,,,No,,,,Artistas latinoamericanos en residencia,,0,,,
,,,https://www.artistsinrise.com/,,,,No,,,,Artists in Rise,,0,,,
ArtRio 2024,,,https://amlatina.contemporaryand.com/es/opportunities/artrio-2024/,,,,No,,,,ArtRio 2024,,0,,,
Patios del Recreo Teatro,Dramaturgos,Múltiples países,https://www.recursosculturales.com/atina-patios-del-recreo/,,,"October 30, 2024",No,,,,ATINA convoca a Dramaturgos Iberoamericanos al Proyecto “Patios del Recreo Teatro para Adolescentes”,,0,,,
Atlas Artístico e Cultural,,,https://www.dgartes.gov.pt/pt/acao/7703,,,,No,,,,Atlas Artístico e Cultural de Portugal | DGARTES,,0,,,
Ato isolado: como fazer,,,https://www.youtube.com/watch?v=CYNuoX7tHZk,,,,No,,,,Ato isolado: como fazer,,0,,,
AUTO ITALIA BUSCA DIRECTOR,,,https://es.artealdia.com/Convocatorias/AUTO-ITALIA-BUSCA-DIRECTOR,,,,No,,,,AUTO ITALIA BUSCA DIRECTOR,,0,,,
Exhibición Automat 2024,,,https://www.automatcollective.com/open-call-2024,,,"October 24, 2024",No,,,,Automat Collective: 2024 Open Call Exhibition,,0,,,
Expresiones Otoñales,,,https://santaclaritaarts.com/galleries/callsforentries/,,,"August 7, 2024",No,,,,Autumn Expressions,,0,,,
Aviário Studio LF Residency,,,https://www.aviariostudio.eu/apply-now,,,"February 6, 2025",No,,,,Aviário Studio Large Format Residency,Aviário Studio,0,,,
,,,https://www.aviariostudio.eu/details,,,"August 22, 2024",No,,,,Aviário Studio Multidisciplinary Residency,,0,,,
BABESTU. Creación contmp.,,,https://www.azkunazentroa.eus/es/apoyo-a-la-creacion/babestu-convocatoria-extraordinaria-de-apoyo-a-la-creacion-contemporanea/,,,"September 9, 2024",No,,,,BABESTU. Programa de apoyo a la creación contempor...,,0,,,
Barcelona Open Art,Arte contemporáneo,España,https://www.theholyart.com/barcelona-open-art,,,"July 18, 2024",No,,,,Barcelona Open Art,,0,,,
Premio Arte Bello Bizarre 2024,Premio Internacional,Estados Unidos,https://beautifulbizarreartprize.art/about-beautiful-bizarre-art-prize/?v=5b61a1b298a0,,,"July 18, 2024",No,,,,Beautiful Bizarre Art Prize 2024,,0,,,
Fotografía humanística W. E. Smith,fotografía,Estados Unidos,https://www.recursosculturales.com/convocatoria-beca-eugene-smith/,,,"October 8, 2024",No,,,,Beca anual en fotografía humanística del W. Eugene Smith Memorial Fund,,0,,,
Artista PRBB,,,https://www.arteinformado.com/agenda/f/beca-artista-en-residncia-al-parc-de-recerca-biomdica-de-barcelona-prbb-233562,,,,No,,,,Beca Artista en residència al Parc de Recerca Biomèdica de Barcelona (PRBB),,0,,,
Candela 5 Pueblos Originarios,Residencia para artistas,,https://www.recursosculturales.com/beca-candela-ecuador/,,,"December 31, 2024",Yes,,,,Beca Candela  para residencia de creación en el entorno de 5 Pueblos Originarios de Ecuador,Beca Candela,0,,,
Cobertizo,Beca Cobertizo Residencia de artistas,,https://hipermedula.org/2024/06/beca-cobertizo-residencia-de-artistas/,,,"June 28, 2024",No,,,,Beca Cobertizo Residencia de artistas,,0,,,
,,,https://fundacioguell.com/aplica/,,,"October 2, 2024",No,,,,Beca d'Arts Visuals Fundació Güell - 2024,,0,,,
Artista en L'Académie de Fr,,,https://www.arteinformado.com/agenda/f/beca-de-arte-para-la-eleccion-del-artista-residente-en-lacademie-de-france-de-madrid-seccion-artistica-de-la-casa-de-velazquez-233387,,,,No,,,,Beca de Arte para la elección del artista residente en L'Académie de France de Madrid - sección artística de la Casa de Velázquez,,0,,,
Creación en arte y artesanías,"Residencia para artistas, oportunidad para artistas",,https://www.recursosculturales.com/beca-de-creacion-en-arte-y-artesanias/,,,"December 13, 2024",Yes,,,,Beca de creación en arte y artesanías,Recursos Culturales,0,,,
Fotoperiodismo Ian Parry,fotografía,United Kingdom,https://www.recursosculturales.com/beca-de-fotoperiodismo-ian-parry/,,,"August 31, 2024",No,,,,Beca de Fotoperiodismo Ian Parry (IPPG) para fotógrafos jóvenes y emergentes,,0,,,
,,,https://hipermedula.org/2024/10/beca-de-historia-del-arte-y-cultura-visual-the-met/,,,,No,,,,"Beca de Historia del Arte y Cultura Visual, The Met",,0,,,
Investigación curatorial Arles,"Curaduría, Residencias Artísticas",,https://www.recursosculturales.com/beca-de-investigacion-curatorial-rencontres-darles/,,Destacar,,Yes,,,,Beca de investigación curatorial Rencontres d’Arles,Rencontres d’Arles,0,,,
Il Posto Primavera 2024,"Beca de Investigación Il Posto, Beca de investigación",Chile,https://hipermedula.org/2024/07/beca-de-investigacion-il-posto-primavera-2024/,,,"August 18, 2024",No,,,,Beca de Investigación Il Posto Primavera 2024,,0,,,
Alejandra Pizarnik en Francia,Becas de Maestría,Francia,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/beca-de-maestria-alejandra-pizarnik,,,"June 9, 2024",No,,,,"Beca de maestría ""Alejandra Pizarnik"" en Francia",,0,,,
Julio Cortázar en Francia,Becas de Intercambio,Francia,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/beca-de-maestria-julio-cortazar-en,,,"June 9, 2024",No,,,,"Beca de maestría ""Julio Cortázar"" en Francia",,0,,,
Máster PHotoESPAÑA 2025,"Premio Internacional, Residencia para artistas, programa de residencia",España,https://www.arteinformado.com/agenda/f/beca-fundacion-casa-de-mexico-fundacion-contemporanea-master-photoespana-2025-233578,,,"November 3, 2024",No,,,,Beca Fundación Casa de México – Fundación Contemporánea: Máster PHotoESPAÑA - 2025,,0,,,
Gomma Grant Fotografía,"Premio Internacional de Fotografía, convocatoria, recursos culturales",,https://www.recursosculturales.com/gomma-grant/,,,"November 25, 2024",Yes,,,,Beca Gomma Grant de fotografía abre convocatoria 2024,Beca Gomma,0,,,
ICPNA ARTUS WIELS 2024,,,https://es.artealdia.com/Convocatorias/BECA-ICPNA-ARTUS-WIELS-CONVOCATORIA-2024-EN-PERU,,,,No,,,,BECA ICPNA ARTUS WIELS CONVOCATORIA 2024 EN PERU,,0,,,
Beca Artes Visuales - Argentina,,,https://www.revistamagenta.com/beca-trabucco-a-las-artes-visuales/,,,,No,,,,Beca Trabucco a las Artes Visuales,,0,,,
Move La América,"Becas de Maestría, Becas de doctorado, Brasil",Brasil,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/becas-move-la-america-para-maestrias,,,,No,,,,"Becas ""Move La América"" para maestrías y doctorados en Brasil",http://argentina.gob.ar/,0,,,
Saint-Exupéry Francia,"Becas Saint-Exupéry, Becas de investigación doctoral, Becas en Francia",Francia,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/saint-exupery-investigacion-doctoral-francia,Ministerio de Capital Humano-Embajada de Francia,Posgrado,,No,"48.8566, 2.3522.",48.8566,2.3522.,"Becas ""Saint-Exupéry"" Ministerio de Capital Humano-Embajada de Francia para investigación doctoral en Francia",Ministerio de Capital Humano-Embajada de Francia,0,,,
Clases de Improvisación 2024,,,https://www.recursosculturales.com/becas-clases-de-improvisacion/,,,"September 30, 2024",No,,,,"Becas / Concurso para clases de Improvisación, Clown y Teatro gratis en 2024",,0,,,
Jóvenes Artistas Canarios 2024,,,https://www.fundacionlacajadecanarias.es/se-abre-la-convocatoria-de-las-becas-jovenes-artistas-canarios-2024/,,,"November 30, 2024",No,,,,Becas 2024 para Jóvenes Artistas Canarios,,0,,,
Creación,Becas para artistas,Argentina,https://www.revistamagenta.com/becas-a-la-creacion/,,,"July 28, 2024",No,,,,Becas a la Creación ,,0,,,
Creación para artistas,"Artistas, Becar Cultura, Becas de Intercambio, Becas de Maestría, Becas de doctorado, Premio Internacional, Premio Internacional AI, Residencia para artistas, SFER IK Museion, Universidad de Lingnan, oportunidad para artistas, programa de residencia",,https://www.revistamagenta.com/becas-a-la-creacion-para-artistas/,,,,No,,,,Becas a la creación para artistas,,0,,,
AIAS-AUFF Junior Dinamarca,"Becas de posgrado, oportunidad para artistas, programa de residencia",Dinamarca,https://www.argentina.gob.ar/becas-aias-auff-junior-en-dinamarca,,,,Yes,,,,Becas AIAS-AUFF Junior en Dinamarca,AIAS,0,,,
AIAS-AUFF Senior Dinamarca,"AIAS-AUFF, Becas AIAS-AUFF Senior, Dinamarca",Dinamarca,https://www.argentina.gob.ar/becas-aias-auff-senior-en-dinamarca,,,,No,,,,Becas AIAS-AUFF Senior en Dinamarca,AIAS-AUFF,0,,,
"Becas al mérito en Quebec, Canadá",,Canadá,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-al-merito-para-doctorado-posdoctorado-e,"Quebec, Canadá",Posgrado,"November 1, 2022",No,"45.42153, -75.69719",45.42153,-75.69719,"Becas al mérito para doctorado, posdoctorado e investigación en Quebec, Canadá",,0,,,
Investigaciones cortas en Alemania,,Alemania,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-alearg-para-investigaciones-cortas-en-alemania,Ministerio de Capital Humano-DAAD,Posgrado,,No,"52.52000, 13.40500",52.52000,13.40500,Becas ALEARG Ministerio de Capital Humano-DAAD para investigaciones cortas en Alemania,,0,,,
Investigaciones largas en Alemania,,Alemania,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-alearg-para-investigaciones-largas-en-alemania,Ministerio de Capital Humano-DAAD,Posgrado,,No,"51.16569, 10.45152",51.16569,10.45152,Becas ALEARG Ministerio de Capital Humano-DAAD para investigaciones largas en Alemania,,0,,,
Ministerio de Capital Humano-DAAD para posgrados en Alemania,,Alemania,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/alearg-posgrados-alemania,Ministerio de Capital Humano-DAAD,Posgrado,,No,"52.5200, 13.4050.",52.5200,13.4050.,Becas ALEARG Ministerio de Capital Humano-DAAD para posgrados en Alemania,,0,,,
ANBA-Selú producción obra artista,"Becas para artistas, Producción de obra para artistas, programa de residencia",,https://www.anba.org.ar/noticias/44/?id=44,,,"October 27, 2024",No,,,,Becas ANBA-Selú de producción de obra para artista...,,0,,,
Anba-Selú producción obra artistas,"Anba-Selú, Becas para artistas mujeres, Producción de obra para artistas",Argentina,https://www.recursosculturales.com/becas-anba-selu/,,,"October 25, 2024",No,,,,Becas Anba-Selú de producción de obra para artistas mujeres,,0,,,
Anba-Selú artistas mujeres,"Becas para artistas mujeres, oportunidad para artistas",Argentina,https://hipermedula.org/2024/08/becas-anba-selu-para-artistas-mujeres/,,,"October 25, 2024",No,,,,Becas Anba-Selú para artistas mujeres,,0,,,
Bilat. Ch. Scholarship,"Becas de Maestría, Becas de doctorado, Becas en China",China,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-bilaterales-ministerio-de-educacion-china-scholarship,Ministerio de Capital Humano-China Scholarship Council,Posgrado,,No,"39.9042, 116.4074.",39.9042,116.4074.,"Becas bilaterales de maestría, doctorado e idioma Ministerio de Capital Humano-China Scholarship Council para argentinos en China",,0,,,
CONACYT Nacionales en México,,México,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-conacyt-nacionales-en-mexico,CONACYT,Posgrado,,No,"19.43261, -99.13321",19.43261,-99.13321,Becas CONACYT Nacionales en México,,0,,,
Creación FNA,,,https://www.revistamagenta.com/becas-creacion-del-fna/,,,,No,,,,Becas Creación del FNA,,0,,,
Fondo Nacional Artes 2024,Becas de Creación,,https://www.recursosculturales.com/fondo-nacional-de-las-artes-becas-creacion/,,,"September 19, 2024",No,,,,Becas Creación del Fondo Nacional de las Artes 2024 (Argentina),,0,,,
DAAD Alemania,,Alemania,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/daad-doctorado-alemania,DAAD,Posgrado,,No,"51.1657, 10.4515",51.1657,10.4515,Becas DAAD de doctorado en Alemania,,0,,,
Giras de conciertos en Alemania,Becas de Intercambio,Alemania,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/daad-conciertos-alemania,DAAD (Deutscher Akademischer Austauschdienst),"Grado, Posgrado","September 1, 2024",No,"52.52001, 13.40495",52.52001,13.40495,Becas DAAD para giras de conciertos de estudiantes y doctorandos en Alemania,,0,,,
Maestría en Música en Alemania,,Alemania,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/maestria-musica-alemania,DAAD,Posgrado,,No,"52.5200, 13.4050.",52.5200,13.4050.,Becas DAAD para maestría en Música en Alemania,,0,,,
DAAD Estudio Artistas Alemania,"Artistas, Becas de estudio, Grado, Posgrado",Alemania,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/daad-viajes-estudio-alemania,DAAD,"Grado, Posgrado, Artistas",,No,"51.16569, 10.45152",51.16569,10.45152,Becas DAAD para viajes de estudio de estudiantes extranjeros a Alemania,,0,,,
